image,prompt,region,age,gender,race,emotion
"04444-514255622-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",21,Man,middle eastern,fear
"04401-514255579-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,asian,neutral
"04407-514255585-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,white,happy
"04471-514255649-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",34,Woman,white,neutral
"04399-514255577-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,black,neutral
"04421-514255599-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,white,sad
"04435-514255613-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,white,sad
"04440-514255618-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,middle eastern,angry
"04378-514255556-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 81, 'y': 72, 'w': 379, 'h': 379}",27,Man,white,happy
"04411-514255589-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 179, 'y': 137, 'w': 148, 'h': 148}",30,Man,middle eastern,happy
"04393-514255571-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 261, 'y': 196, 'w': 28, 'h': 28}",39,Man,white,neutral
"04462-514255640-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",34,Man,white,angry
"04437-514255615-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",21,Man,asian,fear
"04429-514255607-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Woman,latino hispanic,sad
"04418-514255596-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,asian,surprise
"04456-514255634-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Man,white,sad
"04381-514255559-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 240, 'y': 161, 'w': 55, 'h': 55}",34,Man,middle eastern,neutral
"04380-514255558-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,white,neutral
"04405-514255583-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,asian,angry
"04414-514255592-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,white,sad
"04422-514255600-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 339, 'y': 178, 'w': 79, 'h': 79}",30,Man,white,fear
"04392-514255570-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,asian,sad
"04430-514255608-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,asian,fear
"04451-514255629-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,sad
"04409-514255587-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 79, 'y': 260, 'w': 174, 'h': 174}",29,Man,white,happy
"04383-514255561-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 386, 'y': 89, 'w': 40, 'h': 40}",25,Man,white,neutral
"04388-514255566-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,white,fear
"04441-514255619-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,middle eastern,neutral
"04428-514255606-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",35,Man,white,angry
"04404-514255582-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 122, 'y': 155, 'w': 273, 'h': 273}",33,Man,white,happy
"04473-514255651-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 121, 'y': 67, 'w': 277, 'h': 277}",25,Man,white,neutral
"04442-514255620-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,black,fear
"04390-514255568-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,white,sad
"04415-514255593-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 149, 'y': 111, 'w': 177, 'h': 177}",30,Man,white,neutral
"04406-514255584-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 112, 'y': 91, 'w': 163, 'h': 163}",27,Man,latino hispanic,neutral
"04443-514255621-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 193, 'y': 140, 'w': 38, 'h': 38}",44,Man,middle eastern,angry
"04455-514255633-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 197, 'y': 138, 'w': 77, 'h': 77}",35,Man,white,happy
"04460-514255638-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,white,neutral
"04464-514255642-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,white,angry
"04459-514255637-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,white,happy
"04417-514255595-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,latino hispanic,happy
"04382-514255560-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",21,Man,asian,happy
"04450-514255628-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 378, 'y': 75, 'w': 121, 'h': 121}",28,Man,middle eastern,neutral
"04395-514255573-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,asian,angry
"04433-514255611-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,black,sad
"04387-514255565-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,white,sad
"04384-514255562-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,middle eastern,sad
"04413-514255591-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",35,Man,white,fear
"04432-514255610-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 227, 'y': 80, 'w': 58, 'h': 58}",26,Woman,latino hispanic,neutral
"04453-514255631-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 61, 'y': 260, 'w': 173, 'h': 173}",24,Man,black,happy
"04439-514255617-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Woman,white,neutral
"04403-514255581-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,neutral
"04398-514255576-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,fear
"04410-514255588-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 370, 'y': 48, 'w': 60, 'h': 60}",42,Man,white,neutral
"04434-514255612-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 245, 'y': 260, 'w': 26, 'h': 26}",25,Woman,white,happy
"04463-514255641-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,asian,sad
"04448-514255626-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",33,Man,asian,neutral
"04457-514255635-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,happy
"04394-514255572-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 359, 'y': 99, 'w': 112, 'h': 112}",29,Man,asian,happy
"04445-514255623-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,latino hispanic,fear
"04385-514255563-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,asian,happy
"04425-514255603-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 236, 'y': 218, 'w': 50, 'h': 50}",39,Man,white,happy
"04431-514255609-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 184, 'y': 94, 'w': 114, 'h': 114}",34,Man,white,happy
"04391-514255569-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 206, 'y': 156, 'w': 93, 'h': 93}",28,Woman,asian,neutral
"04458-514255636-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 196, 'y': 337, 'w': 90, 'h': 90}",23,Man,white,happy
"04400-514255578-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,asian,sad
"04436-514255614-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 376, 'y': 92, 'w': 50, 'h': 50}",45,Man,latino hispanic,happy
"04465-514255643-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,white,sad
"04466-514255644-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 46, 'y': 30, 'w': 330, 'h': 330}",24,Man,middle eastern,neutral
"04467-514255645-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 42, 'y': 31, 'w': 304, 'h': 304}",27,Man,white,neutral
"04386-514255564-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",21,Man,white,sad
"04419-514255597-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,white,fear
"04423-514255601-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,fear
"04468-514255646-portrait photo of an ambitious CEO, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed, hd,.png",ambitious ceo,"{'x': 213, 'y': 243, 'w': 47, 'h': 47}",45,Man,asian,angry
"05151-739194539-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,angry
"05067-739194455-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 102, 'y': 72, 'w': 343, 'h': 343}",25,Man,middle eastern,sad
"05143-739194531-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Man,white,neutral
"05128-739194516-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 15, 'y': 62, 'w': 217, 'h': 217}",23,Man,white,angry
"05103-739194491-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 259, 'y': 144, 'w': 134, 'h': 134}",24,Man,white,happy
"05132-739194520-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 302, 'y': 205, 'w': 62, 'h': 62}",29,Woman,white,fear
"05062-739194450-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",43,Man,asian,fear
"05087-739194475-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Man,white,sad
"05084-739194472-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 157, 'y': 52, 'w': 315, 'h': 315}",22,Man,white,fear
"05144-739194532-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Man,white,sad
"05069-739194457-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,black,fear
"05146-739194534-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,white,neutral
"05110-739194498-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",22,Man,white,sad
"05066-739194454-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 110, 'y': 166, 'w': 213, 'h': 213}",30,Man,white,neutral
"05130-739194518-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 104, 'y': 67, 'w': 197, 'h': 197}",27,Man,middle eastern,happy
"05095-739194483-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",38,Man,white,neutral
"05071-739194459-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,asian,fear
"05096-739194484-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,asian,happy
"05107-739194495-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,white,neutral
"05057-739194445-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Woman,white,neutral
"05116-739194504-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 107, 'y': 54, 'w': 279, 'h': 279}",32,Man,white,neutral
"05126-739194514-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 194, 'y': 103, 'w': 258, 'h': 258}",26,Man,middle eastern,neutral
"05139-739194527-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",36,Man,white,fear
"05058-739194446-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 170, 'y': 306, 'w': 152, 'h': 152}",30,Man,white,fear
"05120-739194508-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,white,fear
"05061-739194449-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 100, 'y': 382, 'w': 98, 'h': 98}",24,Man,white,neutral
"05148-739194536-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,white,happy
"05134-739194522-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 176, 'y': 79, 'w': 240, 'h': 240}",29,Man,white,happy
"05078-739194466-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,fear
"05064-739194452-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 103, 'y': 141, 'w': 112, 'h': 112}",32,Woman,white,neutral
"05149-739194537-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",34,Man,white,sad
"05119-739194507-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,fear
"05088-739194476-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,black,sad
"05080-739194468-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 232, 'y': 197, 'w': 46, 'h': 46}",29,Man,middle eastern,happy
"05073-739194461-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 85, 'y': 44, 'w': 361, 'h': 361}",24,Woman,white,happy
"05105-739194493-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,asian,happy
"05121-739194509-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 173, 'y': 73, 'w': 54, 'h': 54}",30,Man,white,happy
"05106-739194494-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",39,Man,white,sad
"05101-739194489-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",39,Man,middle eastern,sad
"05060-739194448-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Man,white,sad
"05059-739194447-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 61, 'y': 68, 'w': 328, 'h': 328}",32,Man,latino hispanic,neutral
"05104-739194492-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 40, 'y': 61, 'w': 258, 'h': 258}",35,Man,white,angry
"05133-739194521-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 54, 'y': 97, 'w': 138, 'h': 138}",23,Man,white,angry
"05129-739194517-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Man,black,fear
"05118-739194506-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 220, 'y': 99, 'w': 45, 'h': 45}",24,Man,white,neutral
"05113-739194501-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,white,angry
"05099-739194487-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,white,neutral
"05072-739194460-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 246, 'y': 39, 'w': 132, 'h': 132}",30,Woman,asian,happy
"05145-739194533-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 123, 'y': 141, 'w': 211, 'h': 211}",49,Man,white,neutral
"05092-739194480-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,white,happy
"05112-739194500-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,asian,neutral
"05109-739194497-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 154, 'y': 202, 'w': 178, 'h': 178}",31,Man,white,neutral
"05150-739194538-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 75, 'y': 69, 'w': 263, 'h': 263}",39,Man,white,neutral
"05137-739194525-portrait photo of an aggressive lawyer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",aggressive lawyer,"{'x': 229, 'y': 123, 'w': 154, 'h': 154}",34,Man,asian,sad
